incident_id;trip_id;truck_id;driver_id;incident_date;incident_type;location_city;location_state;at_fault_flag;injury_flag;vehicle_damage_cost;cargo_damage_cost;claim_amount;preventable_flag;description
INC00000150;TRIP00007345;TRK00038;DRV00056;2022/04/07 23:00;Customer Complaint;Oklahoma City;OR;FALSE;FALSE;0.0;18410.14;18410.14;FALSE;Severe incident involving weather
INC00000151;TRIP00058423;TRK00082;DRV00060;2024/01/23 01:00;Accident;Milwaukee;WA;FALSE;TRUE;5762.54;0.0;5762.54;FALSE;Severe incident involving traffic
INC00000152;TRIP00024903;TRK00001;DRV00015;2022/11/15 00:00;Equipment Damage;Milwaukee;OH;TRUE;FALSE;0.0;0.0;0.0;FALSE;Minor incident involving weather
INC00000153;TRIP00038790;TRK00011;DRV00081;2023/05/13 08:00;Customer Complaint;Seattle;PA;TRUE;TRUE;15640.06;28390.39;44030.45;FALSE;Severe incident involving weather
INC00000154;TRIP00065647;TRK00014;DRV00094;2024/04/25 03:00;Accident;Miami;GA;TRUE;FALSE;21868.6;23572.73;45441.33;FALSE;Severe incident involving traffic
INC00000155;TRIP00023895;TRK00092;DRV00019;2022/11/02 18:00;Equipment Damage;Salt Lake City;IL;FALSE;FALSE;7673.56;0.0;7673.56;FALSE;Moderate incident involving weather
INC00000156;TRIP00040023;TRK00063;DRV00013;2023/05/28 12:00;Moving Violation;Indianapolis;IN;FALSE;TRUE;0.0;18911.94;18911.94;TRUE;Minor incident involving traffic
INC00000157;TRIP00035196;TRK00057;DRV00144;2023/03/29 00:00;Accident;Columbus;MN;TRUE;FALSE;22050.56;0.0;22050.56;FALSE;Minor incident involving other driver
INC00000158;TRIP00044214;TRK00023;DRV00144;2023/07/23 11:00;Customer Complaint;Denver;NC;FALSE;FALSE;18006.54;0.0;18006.54;FALSE;Moderate incident involving weather
INC00000159;TRIP00016588;TRK00002;DRV00142;2022/08/03 01:00;Equipment Damage;Atlanta;OK;TRUE;FALSE;17785.05;44746.09;62531.14;TRUE;Severe incident involving other driver
INC00000160;TRIP00074543;TRK00019;DRV00036;2024/08/17 07:00;Equipment Damage;Las Vegas;CA;FALSE;FALSE;10368.65;3080.69;13449.34;TRUE;Severe incident involving other driver
INC00000161;TRIP00076246;TRK00035;DRV00028;2024/09/06 07:00;Accident;Minneapolis;IN;FALSE;FALSE;0.0;0.0;0.0;FALSE;Moderate incident involving other driver
INC00000162;TRIP00063717;TRK00026;DRV00132;2024/04/01 14:00;Customer Complaint;Kansas City;OR;TRUE;FALSE;13452.82;0.0;13452.82;FALSE;Severe incident involving weather
INC00000163;TRIP00057482;TRK00054;DRV00056;2024/01/12 22:00;Customer Complaint;Detroit;UT;FALSE;TRUE;0.0;0.0;0.0;FALSE;Severe incident involving traffic
INC00000164;TRIP00000277;TRK00069;DRV00047;2022/01/05 02:00;DOT Violation;Houston;NV;TRUE;FALSE;12983.51;0.0;12983.51;FALSE;Moderate incident involving equipment
INC00000165;TRIP00050936;TRK00050;DRV00150;2023/10/18 01:00;Moving Violation;Denver;OH;FALSE;TRUE;0.0;33733.85;33733.85;FALSE;Minor incident involving equipment
INC00000166;TRIP00066718;TRK00063;DRV00018;2024/05/09 08:00;DOT Violation;Houston;PA;FALSE;FALSE;0.0;0.0;0.0;FALSE;Moderate incident involving traffic
INC00000167;TRIP00039570;TRK00061;DRV00038;2023/05/23 07:00;Equipment Damage;Miami;GA;FALSE;FALSE;0.0;20745.08;20745.08;FALSE;Moderate incident involving other driver
INC00000168;TRIP00000532;TRK00071;DRV00003;2022/01/08 17:00;DOT Violation;Kansas City;NV;FALSE;FALSE;6355.71;0.0;6355.71;FALSE;Moderate incident involving traffic
INC00000169;TRIP00068312;TRK00020;DRV00139;2024/05/27 00:00;Equipment Damage;Dallas;MI;FALSE;FALSE;23060.0;19477.23;42537.23;TRUE;Moderate incident involving equipment
INC00000170;TRIP00036297;TRK00013;DRV00020;2023/04/12 04:00;Moving Violation;Memphis;NY;FALSE;FALSE;0.0;0.0;0.0;FALSE;Severe incident involving other driver
